Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Lebanon,833.798373612958,913.895026289559,1111.12402628377,1413.50963600452,1772.99761146268,1616.90598398143,699.92812115522,1293.22349849703,1410.12476999702,1594.6688715001,1849.7354205261,1730.29858364217,1162.33545753929,1215.78208375626,838.314596546779,707.227953529989,850.987757478292,643.991675085932,1006.45414934982,809.02239778884,820.59868914848,1187.19575697526,1530.18629223984,2070.07388835101,2407.20650462269,2905.00562359101,3378.72571334283,3795.90525987944,4044.23225570503,3998.06300796562,3852.44369235067,3876.7805286043,4192.30297119698,4375.54793377464,4600.6837141344,4602.19804640231,4635.25141177876,5125.25809954357,5912.04532823805,7090.85493855266,7625.81051554692,7834.96257102745,8406.98405609511,8162.37929362806,7577.64133021924,7714.10999992027,8089.51530358265,8608.65531757898,9174.15169482701,9189.49214278078,4056.08078735764,4314.89827862312,4647.3258922046,4756.82594727908
Lesotho,77.9288913367139,72.2155821995232,82.5958918222965,120.760227583084,132.977116178951,133.703316434407,127.837528914207,162.595190510777,217.912704747071,230.41780373017,294.458891577081,290.443359521802,258.922858558413,256.802678293729,219.770874789019,171.09213926811,186.336335762125,244.087246004889,274.463147154023,283.774389429614,324.857201369519,355.286531910512,419.111135290449,410.328250119805,414.208275344971,457.855667143022,453.783329695207,489.916276727356,427.552573615494,426.502176714462,410.246762221537,376.318536448182,350.954744553735,520.411070461833,667.423371589923,746.794277408626,783.023478248181,861.188422498228,898.482484337941,878.847932158974,1119.25814840978,1280.51658039505,1218.23206354443,1150.33922081437,1173.53783853643,1121.19852304864,992.491849200008,1069.36670143221,1170.65563195425,1082.05706369996,918.582555093976,1066.58643635876,1030.12579586042,916.282969690098
Liberia,215.793291769961,221.882622365743,234.443278860677,267.054260325287,318.107889879375,372.137585260274,375.264792144713,407.891594597793,434.042375430841,485.473016420562,484.621952641774,541.262357269007,545.309354238211,525.52626081278,502.29086895945,480.436334739096,458.29273674676,467.486021750534,482.847484267091,483.548445146629,267.668075750551,275.409137559685,166.983711635587,115.243024305771,95.2117368581646,96.2234342109995,110.565808907359,173.480998462902,191.369399698291,218.310557454343,220.259053514597,211.52144204066,221.884083596195,169.597071291463,203.972109593866,213.944062053641,236.808428586448,265.82208337308,300.211727391996,309.391995694679,340.840677870058,395.510570982792,436.35505276303,483.157261837678,508.708006256391,656.762074167425,673.848601903269,660.845828095918,655.505563907889,626.966971210343,672.10177682605,784.282236135716,848.964637334194,917.387322955214
Libya,1910.54236855714,2266.28541659756,2625.55414959097,3458.353129711,5765.02718621422,5307.728043673,6511.22255066758,7221.67385538602,6727.94639801793,8761.20734828208,11151.1615347035,9232.8530798022,8818.01915622535,8549.2401329997,7667.63895543773,7665.8097721982,6053.64306908024,5482.82928180658,6031.4851175799,6230.31075925126,6993.62808791395,7571.80037818546,7854.51724684914,6967.37479418492,6381.64491423609,5765.91601098085,6272.65299681005,6554.06641084739,5815.69579756174,6446.82377478813,7251.7161656635,6303.40541672919,4050.4549783966,4840.3509457732,6126.23301710817,8338.35032832177,10048.8476904143,11144.9503931212,13906.1330169368,9551.0503157124,11600.9031101601,7593.83608437474,14975.8945739015,11951.7150937863,8926.42027455728,7458.4899356057,7525.80473114484,9965.83228990939,11196.58821536,9963.14417847531,6650.35867831729,4935.81767925273,5986.62458397553,6026.82408089802
Liechtenstein,5231.89304236388,5963.5364845826,6974.95705357678,9205.88821857428,10883.6834423532,12315.8317996386,13663.8741760094,15685.3709570027,21459.5195261167,25365.383060994,27295.1353180886,23880.8888679075,24319.662470749,24311.8744912788,23820.5386840626,25224.9168203026,36829.5326769177,45753.288412653,51641.3889598653,50863.9284591819,60783.7597462268,64851.7829286254,68399.8136337825,66648.1297395152,73382.1674995453,86850.9329838431,86362.3276180834,80361.2236572351,84866.3790696046,90032.5741437473,82963.7383133957,82404.2181988253,88127.7417271737,99715.2891401645,111097.483350789,116633.57031443,126493.327077888,144472.077767534,158563.001555041,139480.694021763,156144.815616631,175023.537634404,164893.317914281,173170.182314535,179141.89461307,167607.303200612,165819.474625265,171051.80738458,175524.177864462,167453.002698049,165218.641407529,202658.636033314,187658.079524088,201150.464380741
Lithuania,,,,,,,,,,,,,,,,,,,,,2788.91220291698,2714.88696358315,2188.72997878614,1885.87686677791,1750.06978571447,1859.72171143506,2341.9524967421,2845.58716833142,3182.09828672707,3128.75252344588,3299.87652823876,3530.36512897768,4146.08736193981,5507.44245392562,6734.36287778679,7862.41954996982,9208.08098620156,12292.776813558,14968.4708451929,11852.679695661,11830.5625242689,14274.8206552857,14297.3811487248,15648.7898027421,16482.9384968011,14296.0525415016,14977.030941663,16879.2793545452,19362.0771148021,19721.2602478356,20535.3592069687,23989.1246657591,25216.8715180601,27956.2402762371
Luxembourg,4296.10685689339,4424.66311078463,5495.12683669446,7473.83274435594,9059.38660696058,8830.71103198379,9620.30347696104,10577.2366933963,13069.6117611285,15202.9319504609,16551.7524407223,13865.0713512195,12606.7079028144,12378.2952326923,12130.0675038942,12483.1400917813,18147.5551712716,22441.3073226791,25197.9045826922,26598.5412081663,33478.2852999484,35763.7000980962,39593.8876165781,40093.2792053163,43971.6532008359,51082.765867683,50498.0537256002,46694.5778661513,47505.4105560479,50940.8476887262,48678.3427707744,48415.250419316,52980.3228398673,65659.0819013265,76511.3459268655,80952.4610260767,90744.8332002392,107413.332949773,120338.40712801,109331.014052069,110786.121651954,118970.661119984,112584.464225921,120001.465834386,123687.59542899,105474.604267575,106625.956607045,110163.841009538,116757.511927229,112696.993086629,116872.371261221,133667.939029032,124965.840057919,128935.895347148
Madagascar,157.741997258126,165.668635238851,183.846064597777,219.822300855576,241.694524544887,279.231514689496,258.908571741423,271.568100254344,298.154260915284,375.220506992246,424.846203521409,366.720269462626,349.227622756301,337.751891201092,274.550291439096,263.387345768378,355.637501540675,272.166813271552,251.759101891858,250.097601383947,299.380324930394,252.213644883772,274.286556785928,296.515991026626,253.863406760492,261.068229436462,319.615216616778,274.580165708669,280.191818207432,270.002599395014,272.561357606484,308.725917055466,290.879668153475,351.649629224782,272.280832850945,305.298804993512,324.506273525283,419.548001496357,512.579799959551,446.315238284151,450.009391647581,506.163691549118,493.511162983486,515.301589430491,505.684922575997,445.32006942628,453.970714563974,491.866848718593,500.457185540274,499.81883760334,450.771615184033,483.469463309718,503.514533504142,508.718427683904
Malawi,124.980868948259,153.325184140458,170.787298759643,160.437386154859,192.811804561476,209.555704672622,222.507807779325,259.459027696478,295.12879720258,305.22898986055,356.930244214605,343.193058102478,311.803226269621,312.499631248212,294.277022163866,266.092139177508,268.670397811633,267.504322633965,282.509910351054,323.707182579808,331.695899384108,371.592595130173,324.13207955602,351.253456847531,209.962150668882,243.707255173706,287.367203829454,297.381812588237,297.830453505731,290.462999786168,278.401647225232,267.539053246492,294.231684412787,263.444344406765,278.090242449823,284.72531495011,302.912160453975,326.518762166566,380.716360211642,430.060897868451,469.410381452049,550.654444530897,401.679776928242,379.146919034818,436.530238670302,480.871075558569,405.736247328283,495.769683367165,533.202566949804,580.889139858585,602.507478268066,617.446994347066,607.034752400223,598.293545457762
Malaysia,379.626764015234,407.196670633202,472.363531506475,700.7287249936,847.806920239651,813.217840525017,940.437734450023,1091.70822351431,1326.88788947932,1679.87805064631,1886.12310522201,1866.10246899235,1937.74950452778,2124.29229182483,2299.80903575202,2045.57499232716,1759.73208459559,1977.12882505765,2099.95440927308,2243.60247208297,2468.69080320116,2678.74636979626,3140.59053318485,3461.99504214189,3757.85816648312,4369.40920345025,4836.8950009926,4686.22792938961,3294.66654995352,3527.81581379249,4083.52874483605,3943.79943910239,4184.03163773539,4465.32194567208,4939.24851854428,5555.58228850487,6158.40792528546,7168.92952223012,8371.82072430532,7191.43305454178,8899.34529105684,10217.1068233757,10600.5748817481,10713.642293638,11013.3142467956,9648.66278767371,9476.51434426672,9862.54955419269,10901.8043736155,10920.1942365464,9957.52701369105,10904.4931888275,11731.4156500487,11377.4770815855
Maldives,343.98951980216,371.949622193463,421.094578488355,502.05623010091,617.290797679091,375.617058378102,332.785822220593,301.118554405591,342.269556292669,526.920901784871,564.939898030177,580.799303746257,717.747908355321,729.575433463711,817.592949479319,872.976036766762,940.400727347551,903.828806464547,1043.04683088002,1136.07671447507,1248.84262937662,1376.20767884969,1558.76446580784,1718.48839984777,1852.65339108502,2206.69574329096,2436.88843761536,2694.79731894333,2811.10818399706,3015.08955464944,3142.44992284862,3093.51875248384,3131.94573996711,3548.57670532158,4070.26095372048,3796.51545479336,5018.94335508729,5758.10286595974,6757.4328111521,6734.03166656198,7173.59602884072,7424.52019966004,7461.29688003931,8236.08176077001,8939.07443951316,9644.90641311506,9947.8076522472,10509.6291470263,11423.2836358837,11740.2724585246,7393.88887526385,10176.1436068357,11786.0091588745,12530.3599431722
Mali,51.0416945306289,55.1784655265164,66.8306874516016,76.0840616579909,70.1447136731674,102.564816098341,119.310032282363,136.297939500015,154.936248303737,192.032363880855,219.263293664505,197.973646121444,170.082554963801,146.225366692706,140.65657264688,150.494314411568,215.562822487594,250.610958925894,254.744713738122,250.749682940653,297.611917728434,321.254001778422,323.991554906028,313.177561648465,224.079247116579,278.527674552024,302.452691131835,269.745679277077,299.926638823149,306.45742655886,256.199554971555,291.159497808697,318.042432265072,371.627016275156,416.278344136097,461.457920595532,493.628706569297,564.157957777644,655.27296833031,662.237917706443,670.369098674403,789.062725966154,733.738934637624,758.47553282565,797.154510957037,704.821646460238,730.854938103066,775.536492616174,835.086709965193,820.197390604507,804.343957421919,862.467400012659,813.965034191939,869.270234049218
Malta,800.424237521681,841.328751149946,934.647695481774,1089.82923943384,1180.0810591712,1481.36460585436,1638.75792589261,1930.99955760377,2436.19669392092,3056.25711017341,3794.80116766902,3753.96873079181,3706.35260348864,3480.40737208908,3271.16648511639,3299.67229871669,4206.19190561509,5090.10818567192,5818.57032903466,6049.01653682592,7205.99970166806,7708.19130726391,8391.52566015603,7454.99565814418,8181.08167413284,9645.98005176796,9861.33038586112,9693.55854560008,10183.7373182177,10360.3034419211,10094.6048357085,10106.9416067472,10985.0816620074,13272.9234808649,14859.2125483496,15442.479348619,16309.8301915602,19077.0102676552,21892.7092001064,20841.1077978142,21523.8288012258,23053.9269730772,22525.3846508624,25199.5621166434,27361.3341506177,25485.9759410725,26414.5537887118,30265.6204159899,33337.1946347055,32415.3743261214,31673.1419413323,37600.1872532018,36417.0548471999,41676.3042330397
Marshall Islands,376.701331557923,393.821193186682,419.593072690897,476.622635368781,607.201612903226,644.158293186511,678.114466526035,730.988855443274,778.123607206082,867.042874436748,876.074608435692,977.916325701971,1055.3177530916,1210.50952285197,1256.51243657622,1172.8938852255,1438.49938909535,1557.07810816107,1685.9037829919,1685.83893910889,1774.85630419682,1827.56155635534,1996.56697852893,2164.41808761387,2339.00230549966,2591.92580698628,2383.00213223988,2232.98061267992,2256.06539010801,2258.99302816621,2266.10547075297,2395.28067601667,2567.23541079242,2541.68006739093,2566.75011102315,2652.22336531422,2745.52196491768,2880.17613144999,2805.47895444936,2895.57427093946,3080.44178003228,3305.27853661356,3497.84717711352,3659.51741283716,3718.62934773877,3749.94465163934,4207.08855771448,4571.36942551957,4843.33238379154,5273.98527506988,5660.14965110289,6274.05095849349,6581.766873768,6951.99474592423
Mauritania,415.49777321291,432.186021447301,490.089064052228,539.285974968204,663.812500797257,837.942463157185,911.840424943336,907.39173833498,867.887663127669,1051.13488241506,1260.09246332998,1322.18193482403,1182.67395391824,1168.06418980743,987.25718790188,899.168247326843,1026.68890094897,1130.39983113865,1155.13519209946,1149.36776077027,1172.51614104243,1221.00185294562,1190.6961034824,976.865988614456,1000.59095337614,1025.43878345003,1017.04608547669,966.610889630087,821.266364606128,781.337045806345,680.911052251944,651.817848056747,648.87965219007,732.017820378496,849.629358451492,999.235457291186,1300.60367997307,1405.15018010938,1635.56304001837,1435.43009041574,1659.9637169284,1931.19973213222,1859.11733215968,1934.24105202764,1713.00865264234,1554.94899468215,1565.76574241524,1615.00402831286,1722.93528854073,1767.07269456728,1795.76461176291,1947.78916582972,1960.35240077424,2120.82538622692
Mauritius,248.306314049621,274.82242174271,339.556254926606,419.778328902884,688.485226496683,683.011980031804,837.224425606606,966.251966133458,1174.28498302595,1379.6563711201,1269.22961252437,1261.28580836865,1173.22082581654,1169.77822122985,1101.11516376006,1123.39456033382,1507.63448537164,1863.74750616704,2081.6691270222,2104.18890204824,2511.4988882139,2656.08871384519,3053.3673855397,3048.3427921034,3287.40986669635,3683.89682904457,3986.55312139407,3737.12824827103,3687.68489722466,3761.15330845305,4002.25167580963,3929.99212958241,4096.23149142681,4889.66069460384,5496.36602458813,5389.11681701841,5561.73162500594,6419.87757885777,7837.81776688613,7137.64109703408,7798.86216620423,8954.91638203293,9051.32490379486,9522.17378986583,10119.2565774686,9291.59122141101,9749.28479520331,10625.2298236469,11433.3464606913,11223.4189674713,8890.19784532302,8974.79082982582,10130.6130927455,11304.383585102
Mexico,934.178566543784,998.949907234174,1116.79772659482,1326.12548511864,1677.13449300816,1992.7978515625,1957.32466408513,1756.09444068992,2143.22099524823,2736.57198997874,3697.87069449923,4636.11403283268,3151.4750853225,2643.09846966359,3052.58608822137,3141.44431672556,2159.71327623873,2293.78103908735,2754.03282953378,3289.02662614203,3801.46459951274,4463.37760602727,5064.3206394603,6048.34904731946,6202.36649628679,4183.87847384594,4674.36767104804,5567.35599516668,5832.69357736088,6499.97217052385,7524.02687169501,7952.76508206851,7983.03370823528,7434.07453367534,7849.66782833717,8671.75918409431,9512.63604439349,10134.3330229308,10523.7688555096,8423.56933214711,9728.80052712859,10664.4944032313,10744.1332523229,11216.8011432875,11391.3773497683,10021.2388226574,9097.92381426207,9649.27833766685,10084.7939308819,10369.5551790948,8841.27061323292,10314.0505037799,11402.1410367056,13826.1309178324
Micronesia (FS of),357.918162995146,380.983079358797,427.435434663926,577.135123308224,743.501269981293,725.365234027407,718.995655259309,709.059573445649,782.138329164032,851.624910064753,879.386580025062,1016.3671453994,1032.6080346392,1053.3774208786,1030.10002753051,1205.03416678743,1289.7492033902,1309.51878874784,1414.04986765812,1459.55173075563,1565.10189517088,1711.8554995426,1804.28601415949,1929.6508695571,1959.20238368095,2012.64468837884,1975.60355884744,1861.25877141648,1971.48986774648,1975.02230479943,2081.20819499482,2135.06185200018,2147.42624146272,2181.2500779267,2149.33214205941,2249.7038021039,2288.21717887816,2336.978076083,2415.5936054197,2596.26117806164,2761.24346289753,2890.50453118907,3033.16947817221,2933.88287196752,2945.41455404258,2911.16254277199,2979.60119184048,3279.10779039285,3566.58690371125,3572.65918282222,3353.8894298388,3493.87228552999,3835.38184348074,4084.16940424399
Monaco,11726.2175372712,12925.3088571711,15664.1215576867,20184.4988502631,21656.0923395629,27082.8836494936,27517.771925794,29887.3246666491,36449.674213378,43695.3114128129,49487.5168714904,43164.1981890675,40614.0342388565,38324.3999675493,35818.8770315471,36846.5715405377,50751.7862248565,60715.4164422408,65473.5429019118,65218.0428379705,80010.3793223063,79318.2165850969,86835.5024225656,81314.9012535207,85031.9509350089,96937.1196157962,96529.5437736906,86723.842350709,89156.7309565703,88172.9442736622,80531.3422145157,81260.0511433638,88627.7561568117,109044.376475964,125566.70782573,130538.595506672,143082.216909694,184560.564712671,204264.770996106,169149.303325889,161854.52054299,179364.186050863,165446.27401073,184940.633666282,195693.519540541,170437.021128629,173604.669723131,170663.470051179,188298.389694187,193746.729890882,176891.806328963,223823.327192464,226052.060664649,256580.637617306
Mongolia,156.031921791258,167.135572981665,175.801099759466,196.392441970333,216.842961271364,245.193443818969,261.128354447313,290.544231879973,325.440861792518,358.356367413629,405.95855019544,470.118851156097,527.875764418868,566.451697928765,606.587663379062,645.077487976761,702.033195160645,725.818382508274,769.422464727594,814.245497553074,808.103878892479,749.577064177805,684.397858845218,668.157389052392,687.246195755905,736.818694825985,694.873849076361,614.52543846276,561.244631427124,518.237602704961,536.917678004048,593.389179590879,647.700923096111,733.496239321593,908.356369552827,1141.40965048679,1531.51205068651,1882.8732985552,2474.96126282142,1994.11182669702,2661.06452441715,3792.03778846133,4397.40172472354,4411.85821590839,4197.17683688175,3903.84706571953,3677.0871482938,3698.2916338044,4160.1344894256,4395.37525328824,4045.5363074003,4577.22736192906,5063.9047809161,5790.37357887976
Montenegro,,,,,,,,,,,,,,,,,,,,,3460.34431451811,2812.94699568708,2365.98934039155,1305.3564862038,1342.92509636172,1924.19402247451,1381.39343053186,1335.882657904,1354.53812154363,1319.43833663583,1566.91919194316,1847.1221999382,2049.09332643842,2722.04027101672,3308.7904175445,3595.40023178792,4297.69404168241,5818.61866061243,7212.25973239399,6602.73349466296,6554.44162495324,7182.73313636083,6451.88245324819,7052.68093376213,7275.94866615814,6455.08309855805,7011.51234784719,7831.78928170332,8942.82091167005,9060.81493157688,7863.87089146288,9705.39989883263,10149.352291346,11884.6415655656
Montserrat,687.540505859519,793.688890160335,918.511594471076,1021.32000405979,1115.78957987241,1260.81446179835,1102.70548593324,1214.0087069753,1388.07920362436,1683.30210392705,2497.10762265926,2958.69131194644,3293.59343065452,3516.60161870504,3772.62146915367,3965.64387853065,4228.06641894087,4594.55016742304,5224.204690584,5909.60825351658,7063.4328549773,6165.27216207297,6744.22037537688,7119.90873282359,8268.00320786639,8360.30128853808,7222.86963976075,6324.58614118574,6236.05371281454,6543.45676830745,7146.69730378619,7828.61292665214,8899.31486446232,9198.21826280624,9764.98092777163,10748.6417580985,11263.0745105647,11695.9485983929,12273.6163574308,12545.6607610779,11579.2889259723,13210.2861883036,13227.8441911469,12515.2924858374,12514.4460954268,13135.3480593797,13548.3046651654,12962.5606488522,13589.9743034784,14821.3411649535,14828.7817542476,15750.0434124681,16227.9279054487,18196.7487849841
Morocco,307.008365612027,320.131076194477,374.861086097586,448.794108031992,538.531320274599,615.059012514997,640.365518760297,720.142608267548,841.041906479438,985.526135419616,1135.51664850242,897.630453380256,882.508630750937,777.190689948679,693.274593860498,683.334108677401,880.364276013038,952.47204682514,1103.0726013324,1120.51901982448,1243.85689906243,1317.89937242644,1324.89683121382,1228.51399372673,1370.58192552824,1466.99015270659,1604.6397622954,1441.62708279607,1522.46049735585,1489.64668965208,1368.61728307998,1375.66714632605,1454.50730670412,1770.33201657318,1997.73248834088,2060.22944049225,2241.43438230806,2534.46377023808,2960.03029726014,2966.46582326261,2970.01874918991,3222.24149907612,3117.07628115523,3383.21282797849,3482.87127791735,3190.45120050072,3185.66344397514,3344.22117567148,3553.0690459759,3560.26147364601,3317.10449874222,3843.16608178758,3508.04197016465,3829.96340668772
Mozambique,488.09765389661,530.17575929756,577.400398119107,660.065211563393,669.198198602983,670.732606851769,590.596788045039,576.881902455468,580.484966920161,587.582346078046,562.71444566326,531.346295218353,545.853166513316,497.005037911452,552.541690267693,718.837566169191,857.085089724487,306.400672985588,264.625138873911,286.984493870852,314.216397484954,288.708195570847,205.585203701728,205.189861513892,196.763132798885,191.826089713407,244.361569104405,287.532082978382,320.125112780717,354.406254767983,327.12516580711,304.79214102602,313.886666231364,339.488730650204,400.056982129046,436.773856165249,457.487644893886,507.874915056505,592.15909968961,547.697144970077,496.185842311137,618.176494326153,685.68573657162,686.505670463988,697.142687033172,610.56377247822,441.489736711504,470.938563700631,517.507256359495,519.092552407336,462.433887213236,509.907858295481,578.251683392102,622.985625115086
Myanmar,99.0123115415497,99.1593161185361,89.8324852793819,114.410502668383,134.434825987517,121.953799783326,132.953267068982,133.649064655683,146.301435565225,164.590669412006,177.722622184137,175.395379022619,176.093775755186,177.997982100926,179.807444664875,180.393611059278,133.747883289708,129.295651128421,116.725980122351,123.816535270236,130.070909331358,131.68680009034,145.693799708247,156.050970442724,169.050207380273,182.202919989811,194.977547296943,206.893485257128,133.894054781261,146.817530533714,160.635700511442,166.784523195214,224.28160548245,212.674206722899,217.848241792444,251.501682510437,289.872193890593,378.857329948058,534.491016700727,676.829057109909,845.394094980705,1171.36156414276,1224.25511656604,1236.29606654698,1308.16152126226,1224.20525596632,1233.79950777696,1242.91495258744,1324.92223264179,1364.00577120883,1508.39278186563,1827.98433749859,1212.17369090217,1146.85425939297
Namibia,798.461274369574,866.150800510059,841.962235690685,1035.70037571594,1227.63199304139,1269.58342859887,1184.47061870428,1282.19087621991,1452.17339483698,1765.16804724957,2467.80848750986,2266.9105539405,2097.09373183958,2214.33863165404,1830.46858546984,1466.17924392107,1599.3980901515,1969.42332739553,2062.58042944869,1966.82665322704,2037.47602484526,2116.90553437131,2346.86228169362,2154.96501112905,2355.90423538863,2483.2035305379,2423.39820201499,2459.64529518115,2235.24508500144,2177.78727401447,2156.67579868547,1915.5893024075,1772.07571256835,2569.2473333329,3403.155222076,3685.77319313022,4017.15379130401,4379.04334198976,4204.78572147714,4302.91382608056,5418.21633333484,5834.79176668587,5942.64693060845,5346.62127680357,5378.3228528545,4774.10678784827,4395.68776577691,5140.90824933395,5308.60826706602,4731.82592027605,3878.58990902632,4412.8355693052,4349.04523385588,4168.28513555063
Nauru,2287.36952273647,2484.0221370073,2844.43343186426,3741.25714827173,4423.07593433373,4806.76624695301,4829.57947260321,4767.80415306373,5071.52454408739,5113.56847075869,5478.73838774879,5700.69792414607,5281.16178909015,4957.22213149083,4785.59612138664,3864.24433579428,3813.62694775302,4144.87027974617,4700.73864634951,4854.50466314855,5117.50976082987,4623.60682567691,4256.25139115412,3643.69910968614,3619.21185708691,3428.95254269458,3314.1024847097,3032.72478105995,2353.24985713469,2412.62411423114,2135.76381623833,1879.2551048481,1890.79909104069,2395.97301196021,2745.79264207475,2616.4805927113,2530.60335828004,2306.54376696653,4150.84402220797,5415.65307834819,5902.34113419074,8705.66692417073,11740.2927028388,11236.8892721752,12365.1922686546,9526.48832747398,10328.2767573264,11345.5996700343,12719.1403577302,12137.9265940296,12710.0218617764,17429.5486308763,14405.9587182822,14811.5169275246
Nepal,83.688072259615,83.4724026879527,94.7563273282627,85.9524892395153,107.431847931805,116.563625533763,105.366442924352,102.354636398278,117.869419369377,130.830052541299,134.314908395033,149.134328902683,154.121405156492,149.310603342607,150.375996559784,156.8267568213,157.729075300754,172.171061424619,190.200977562956,184.952039257785,193.611724686907,173.112695383803,182.281614660115,178.807552014873,199.410868363504,203.835893022569,207.26082908437,223.572517657087,206.722170464769,223.040118364086,233.449901777859,236.139242671965,236.057933683437,258.480785431144,291.503119338405,331.172043218236,361.833809644272,443.286144967785,475.740346273283,521.818535940641,671.664229606519,766.985707374822,749.303715228541,759.012724063525,826.991687752437,850.613454260881,868.825827708804,1051.11362557403,1129.86613830302,1206.03130974295,1134.37632291425,1250.01319763038,1337.6562254394,1363.33614179353
Netherlands,2928.3649603689,3380.07644315329,4106.10210235578,5379.52394694398,6312.3429631099,7367.83061042217,7976.58370640646,9262.87781916174,11260.238872692,12806.8148372943,13800.0822538543,11525.1607461847,11072.6581603376,10673.5401141107,9964.92581976199,9908.47409718671,13753.3038513217,16665.6572883018,17691.0336550794,17338.1061356312,21209.4187988125,21641.2740948398,23795.3556388722,23006.7208706708,24519.6930238695,29100.6548901297,28859.084436617,26551.3714156369,27713.3948371551,28091.1759952165,26007.5673435385,26728.3015830121,29195.0198414007,35586.164151306,40255.8356980353,41791.9239216393,44719.3290742154,51629.1228162672,57714.4469310175,52681.989980924,50828.9927625101,54188.929592529,49995.8213346903,52098.0878662781,52939.0364170412,45345.4165392747,46334.0990327411,48987.3180790183,53367.6974250368,52966.6505950049,52876.0608585091,59472.0011980214,58451.5297952747,63803.2208993096
New Caledonia,3460.03777787914,3814.62774913463,4247.40073840371,4335.42929192417,4897.0072732306,5940.93026879861,5618.32595078274,5792.71009141163,5779.03643381637,7069.54403046721,7892.72195106372,6435.69910279153,5912.37894753201,5315.10932727231,5051.72626749996,5334.82813263724,7374.68582053808,8983.35742723507,12301.1918779967,12701.8292039786,14334.6808077755,14642.5177887256,15713.7207397109,14787.6747838254,15534.3094527491,18107.8889052374,17592.0505228406,16907.3610670564,16614.5970137867,16692.6819260876,15329.7404907004,14482.3634968054,16104.5407223806,20768.1074681743,24475.6539501301,25528.2865138841,28193.2691889228,35177.6502551362,35723.9332974421,33836.4939184479,35798.9084301938,38835.9402621817,35559.5671684013,36671.1564717087,37816.9557008294,30858.7235900489,30796.9929697607,32351.9391214657,34902.8969196105,33411.3359448783,33270.3305382305,35311.5545069951,33516.3630197129,34981.1575983305
New Zealand,2347.06994657329,2768.48554251852,3307.6969558703,4265.2365161238,4689.51544601203,4467.63989276671,4446.96455928852,4842.18600709332,5876.66817453377,6683.98482600176,7426.00233450787,7969.20317002167,7875.32832599097,7731.19689545251,7368.98926214161,7377.0068048874,9231.20653582886,11655.4738450068,13953.7322985742,13388.2806488328,13376.6476701228,12592.4873154367,11907.6031962961,12771.7880788336,14792.6650484684,17186.7393074092,18633.8062128871,18348.7045847632,15002.5474825987,15622.5724274781,14113.608288832,13903.4894614269,15823.6966392051,20859.5222683241,25085.2150046263,27744.4951666689,26672.1575156092,32484.8539869924,31237.5314500224,28198.5946521069,33699.3034668105,38400.095182651,39941.8975135999,42863.8127647862,44514.3293617264,38600.7366115619,40065.0536708766,42920.8958321851,43226.5189447327,42659.7947055868,41952.7887519877,49659.186867384,47961.9584762168,48749.9518852266
Nicaragua,470.591787187099,485.493825243804,502.54292714424,606.101175108411,817.377495001361,828.9981773492,934.355518484009,1098.99415692672,1020.63336341356,710.998385361038,831.893247442563,932.699372617114,955.655936490567,1011.96359687621,1006.72471059407,972.686749562685,959.484185501755,954.176579965236,845.221805987775,843.111182642392,854.034142259557,857.787256190198,889.265537180637,928.124602462011,845.970730524797,886.957821415655,907.771359967508,909.714601103824,945.991269706615,976.952053200624,1013.92112629581,1048.36770181172,1010.95247178342,1017.94733341752,1094.95876677507,1179.35747997542,1248.17368517973,1350.38144550493,1523.68433933532,1467.0828901169,1526.56709170967,1679.71194960629,1784.69839544316,1835.43995092568,1958.3704478866,2074.45621099088,2131.68701763934,2182.61378482451,2035.16547237524,1958.62049953778,1931.61208386374,2128.60866776807,2325.16651021977,2612.86915089845
Niger,124.93575958356,130.353799735277,159.166203124336,165.17255773825,184.667976000871,228.909906240123,263.563186219524,302.651315194625,398.177054053952,506.161792186447,598.381148815065,506.520002807758,448.202521765245,388.863242114909,305.891742298299,292.732070013917,367.364780797788,412.326749519756,415.810923474798,376.426274276403,433.325027834349,398.723979423585,401.526080561158,357.154003077673,213.890134125496,250.300089298712,259.163604878168,230.853346289349,254.990350117237,242.458710058959,204.75696915344,214.937089645807,237.5064791616,281.504114104906,297.787863961653,333.495321342673,348.387056402635,389.945425011477,474.038593437375,453.933011256825,461.596728511652,501.393835289222,513.892036140164,548.077083501029,566.799358466157,485.662574189564,502.706556929077,521.804209749058,577.277032715763,562.863732958659,579.492320003304,608.72242156736,609.745147661701,642.937917863453
